Order,Ambler class,Protein name,Alternative protein names,Subfamily,GenPeptID,GenBankID,PubMedID (DOI),Sequence,Number of PDB structures,Mutants,Phenotype,Functional information,Natural (N) or Acquired (A)
2951,C,ACT-6,,,ACJ05686,FJ237366,21304534 (DOI),view,,,1,,A
2952,C,ACT-7,,,ACJ05688,FJ237368,,view,,,1,,A
2953,C,ACT-8,,,CBI75448,FN645445,,view,,,1,,A
2954,C,ACT-9,Superseded by ACT-143,,—,—,,,,,,,
2955,C,ACT-10,,,AEV91214,JN848330,,view,,,1,,A
2956,C,ACT-11,,,Assigned,,,,,,1,,
2957,C,ACT-12,,,AFU25650,JX440355,25501887 (DOI),view,,,1,,N (Enterobacter cloacae)
2958,C,ACT-13,,,CCK86741,HE819402,24267783 (DOI),view,,,1,,N (Enterobacter asburiae)
2959,C,ACT-14,,,AFU25647,JX440354,25501887 (DOI),view,,,1,,N (Enterobacter cloacae)
2960,C,ACT-15,,,AFU25653,JX440356,25501887 (DOI),view,,,1,,N (Enterobacter cloacae)
2961,C,ACT-16,,,AAQ73498,AY302261,,view,,,1,,N (Enterobacter cloacae)
2962,C,ACT-17,,,KTQ57147,LDQD01000015,25501887 (DOI),view,,,1,,A
2963,C,ACT-18,,,AHM76777,KF992028,25501887 (DOI),view,,,1,,N (Enterobacter cloacae)
2964,C,ACT-19,,,AHM76779,KF992029,25501887 (DOI),view,,,1,,N (Enterobacter cloacae)
2965,C,ACT-20,,,AHA80105,KF526117,24916079 (DOI),view,,,1,,N (Enterobacter hormaechei)
2966,C,ACT-21,,,AHA80106,KF526118,24916079 (DOI),view,,,1,,N (Enterobacter hormaechei)
2967,C,ACT-22,,,AHM76774,KF992027,25501887 (DOI),view,,,1,,N (Enterobacter cloacae)
2968,C,ACT-23,,,AGU38146,KF515536,24629772 (DOI),view,,,1,,N (Enterobacter cloacae)
2969,C,ACT-24,,,AHL39336,KJ207207,,view,,,1,,N (Enterobacter cloacae)
2970,C,ACT-25,,,AHL39338,KJ207208,,view,,,1,,N (Enterobacter cloacae)
2971,C,ACT-26,,,Withdrawn,,,,,,1,,
2972,C,ACT-27,,,AHL39340,KJ207209,,view,,,1,,N (Enterobacter cloacae)
2973,C,ACT-28,,,AHL39333,KJ207206,,view,,,1,,N (Enterobacter cloacae)
2974,C,ACT-29,,,AIT76085,KM087832,,view,,,1,,N (Enterobacter asburiae)
2975,C,ACT-30,,,AIT76086,KM087833,,view,,,1,,N (Enterobacter cloacae)
2976,C,ACT-31,,,AIT76096,KM087843,,view,,,1,,N (Enterobacter cloacae)
2977,C,ACT-32,,,AIT76088,KM087835,,view,,,1,,N (Enterobacter cloacae)
2978,C,ACT-33,,,AIT76087,KM087834,,view,,,1,,N (Enterobacter cloacae)
2979,C,ACT-34,,,CDP41983,HG975300,,view,,,1,,N (Enterobacter cloacae)
2980,C,ACT-35,,,BAP68758,LC004922,,view,,,1,,N (Enterobacter cloacae)
2981,C,ACT-36,,,AJG06170,KM926621,,view,,,1,,N (Enterobacter cloacae)
2982,C,ACT-37,,,AJG06172,KM926622,,view,,,1,,N (Enterobacter cloacae)
2983,C,ACT-38,,,AKS43590,KP836350,,view,,,1,,A
2984,C,ACT-39,,,AMP42993,KU884289,,view,,,1,,N (Enterobacter cloacae)
2985,C,ACT-40,,,ANE37563,KX192159,,view,,,1,,N (Enterobacter cloacae)
2986,C,ACT-41,,,ANE37564,KX192160,,view,,,1,,N (Enterobacter cloacae)
2987,C,ACT-42,,,AIG20026,KJ949104,,view,,,1,,N (Enterobacter cloacae)
2988,C,ACT-43,,,ANE37566,KX192162,,view,,,1,,N (Enterobacter cloacae)
2989,C,ACT-44,,,AIG20040,KJ949118,,view,,,1,,N (Enterobacter cloacae)
2990,C,ACT-45,,,ABF29680,DQ478724,,view,,,1,,A and N (Enterobacter cloacae)
2991,C,ACT-46,,,ANE37570,KX192166,,view,,,1,,N (Enterobacter cloacae)
2992,C,ACT-47,,,ANE37574,KX192170,,view,,,1,,N (Enterobacter hormaechei)
2993,C,ACT-48,,,ANE37562,KX192158,,view,,,1,,N (Enterobacter asburiae)
2994,C,ACT-49,,,AIG20030,KJ949108,,view,,,1,,N (Enterobacter cloacae)
2995,C,ACT-50,,,ANE37572,KX192168,,view,,,1,,N (Enterobacter cloacae complex sp. 35699)
2996,C,ACT-51,,,ANE37573,KX192169,,view,,,1,,N (Enterobacter kobei)
2997,C,ACT-52,,,AIX56560,CP009850,,view,,,1,,N (Enterobacter cloacae)
2998,C,ACT-53,,,ASP63120,MF576300,,view,,,,,N (Enterobacter kobei)
2999,C,ACT-54,,,ATJ25948,MG028658,,view,,,,,N (Enterobacter cloacae N11-01141)
3000,C,ACT-55,,,AIG20016,KJ949094,,view,,,,,N (Enterobacter cloacae)
3001,C,ACT-56,,,AIG20020,KJ949098,,view,,,,,N (Enterobacter cloacae)
3002,C,ACT-57,,,AWY87653,MH469278,,view,,,,,N (Enterobacter asburiae)
3003,C,ACT-58,,,AWY87654,MH469279,,view,,,,,N (Enterobacter cloacae complex sp.)
3004,C,ACT-59,,,AWY87655,MH469280,,view,,,,,N (Enterobacter hormaechei subsp. oharae)
3005,C,ACT-60,,,AWY87656,MH469281,,view,,,,,N (Enterobacter hormaechei subsp. oharae)
3006,C,ACT-61,,,AWY87658,MH469283,,view,,,,,N (Enterobacter hormaechei subsp. oharae)
3007,C,ACT-62,,,AWY87659,MH469270,,view,,,,,N (Enterobacter cloacae complex sp.)
3008,C,ACT-63,,,AIG20033,KJ949111,,view,,,,,N (Enterobacter cloacae)
3009,C,ACT-64,,,AWY87661,MH469272,,view,,,,,N (Enterobacter kobei)
3010,C,ACT-65,,,AIG20018,KJ949096,,view,,,,,N (Enterobacter cloacae)
3011,C,ACT-66,,,QBF38561,MK532283,,view,,,,,N (Enterobacter hormaechei subsp. hoffmannii)
3012,C,ACT-67,,,AMJ35012,KU606887,,view,,,,,N (uncultured bacterium)
3013,C,ACT-68,,,QBG64270,MK568456,31188042 (DOI),view,,,,,N (Enterobacter asburiae)
3014,C,ACT-69,,,KLW38111,KQ089931,,view,,,,,N (Enterobacter sp. MGH119)
3015,C,ACT-70,,,KLQ84547,LEEA01000004,,view,,,,,N (Enterobacter hormaechei subsp. steigerwaltii)
3016,C,ACT-71,,,Assigned,,,,,,,,
3017,C,ACT-72,,,KJX22324,JZLE01000028,,view,,,,,N (Enterobacter hormaechei subsp. xiangfangensis)
3018,C,ACT-73,,,AIG20051,KJ949129,,view,,,,,N (Enterobacter cloacae 5705)
3019,C,ACT-74,,,KTJ29119,LPQA01000012,,view,,,,,N (Enterobacter hormaechei subsp. steigerwaltii SMART_448)
3020,C,ACT-75,,,KJM62872,JZYN01000038,,view,,,,,N (Enterobacter hormaechei subsp. xiangfangensis 39373)
3021,C,ACT-76,,,RUO01826,RXPM01000003,,view,,,,,N (Enterobacter bugandensis WCHEB045359)
3022,C,ACT-77,,,KZP65494,LVTS01000003,,view,,,,,N (Enterobacter cloacae complex sp. GN04787)
3023,C,ACT-78,,,QHD57400,MN862370,,view,,,,,N (Enterobacter cloacae)
3024,C,ACT-79,,,QHD57401,MN862371,,view,,,,,N (Enterobacter cloacae)
3025,C,ACT-80,,,QHD57402,MN862372,,view,,,,,N (Enterobacter cloacae)
3026,C,ACT-81,,,QHD57403,MN862373,,view,,,,,N (Enterobacter cloacae)
3027,C,ACT-82,,,QHD57404,MN862374,,view,,,,,N (Enterobacter cloacae)
3028,C,ACT-83,,,QIC04101,MT040967,,view,,,,,N (Enterobacter hormaechei)
3029,C,ACT-84,,,QIH98458,MT136764,33318020 (DOI),view,,,,,A and N (Enterobacter hormaechei)
3030,C,ACT-85,,,MRN75760,WJXX01000007,,view,,,,,N (Enterobacter hormaechei)
3031,C,ACT-86,,,MPV43777,WHOQ01000125,,view,,,,,N (Enterobacter hormaechei)
3032,C,ACT-87,,,AYL04658,CP032897,,view,,,,,N (Enterobacter kobei)
3033,C,ACT-88,,,QTV32571,MW887657,,view,,,,,N (Enterobacter ludwigii)
3034,C,ACT-89,,,CAA30257,X07274,3260487 (DOI),view,9,,,,N (Enterobacter cloacae P99)
3035,C,ACT-90,,,AIG20025,KJ949103,,view,,,,,N (Enterobacter cloacae 4358)
3036,C,ACT-91,,,UEG31054,OL351615,,view,,,,,N (Enterobacter cloacae)
3037,C,ACT-92,,,UEG31055,OL351616,,view,,,,,N (Enterobacter cloacae)
3038,C,ACT-93,,,ALL15984,CP012999,,view,,,,,N (Enterobacter sp. E20)
3039,C,ACT-94,,,MCI9499071,JAAWRI010000009,,view,,,,,N (Enterobacter hormaechei subsp. steigerwaltii)
3040,C,ACT-95,,,BBV69349,AP022431,,view,,,,,N (Enterobacter kobei)
3041,C,ACT-96,,,UHK14141,OL794638,,view,,,,,N (Enterobacter cloacae complex RIVM_C008762)
3042,C,ACT-97,,,UHK14144,OL794641,,view,,,,,N (Enterobacter cloacae complex RIVM_C008935)
3043,C,ACT-98,,,MCE1260927,JAJSSA010000001,,view,,,,,N (Enterobacter kobei)
3044,C,ACT-99,,,MBG0579301,JADRHZ010000002,,view,,,,,N (Enterobacter kobei)
3045,C,ACT-100,,,UHK14157,OL794654,,view,,,,,N (Enterobacter cloacae complex RIVM_C015464)
3046,C,ACT-101,,,HBL7320680,DAFGQH010000011,,view,,,,,N (Enterobacter kobei)
3047,C,ACT-102,,,BBV79841,AP022446,,view,,,,,N (Enterobacter kobei)
3048,C,ACT-103,,,SAF49753,FKFP01000005,,view,,,,,N (Enterobacter kobei)
3049,C,ACT-104,,,UHK14164,OL794661,,view,,,,,N (Enterobacter cloacae complex)
3050,C,ACT-105,,,UMO60338,OM575023,,view,,,,,N (Enterobacter asburiae)
3051,C,ACT-106,,,EHD3702606,AAZDOU010000005,,view,,,,,N (Enterobacter hormaechei)
3052,C,ACT-107,,,UNN26045,OM967044,37156419 (DOI),view,,,,,N (Enterobacter huaxiensis)
3053,C,ACT-108,,,EHD4407246,AAZDVJ010000011,,view,,,,,N (Enterobacter hormaechei)
3054,C,ACT-109,,,CZV56298,FJWD01000004,,view,,,,,N (Enterobacter ludwigii)
3055,C,ACT-110,,,BDT38917,LC733682,,view,,,,,N (Enterobacter kobei)
3056,C,ACT-111,,,Assigned,,,,,,,,
3057,C,ACT-112,,,WEG44939,OQ592375,,view,,,,,N (Enterobacter ludwigii)
3058,C,ACT-113,,,WEG44940,OQ592376,,view,,,,,N (Enterobacter cloacae)
3059,C,ACT-114,,,WP_180255442,NG_156954,,view,,,,,N (Enterobacter hormaechei)
3060,C,ACT-115,,,AXQ35263,CP031726,,view,,,,,N (Enterobacter hormaechei)
3061,C,ACT-116,,,AOL14308,CP017087,,view,,,,,N (Enterobacter sp. HK169)
3062,C,ACT-117,,,WEY36195,OQ642077,,view,,,,,N (Enterobacter cloacae)
3063,C,ACT-118,,,WEY36196,OQ642078,,view,,,,,N (Enterobacter cloacae)
3064,C,ACT-119,,,WEY36198,OQ642080,,view,,,,,N (Enterobacter cloacae)
3065,C,ACT-120,,,WLO97150,OR398187,,view,,,,,N (Enterobacter hormaechei subsp. hormaechei)
3066,C,ACT-121,,,WLO97151,OR398188,,view,,,,,N (Enterobacter hormaechei subsp. hormaechei)
3067,C,ACT-122,,,HAV1779570,DACZUG010000006,,view,,,,,N (Enterobacter hormaechei subsp. steigerwaltii)
3068,C,ACT-123,,,HBL5329718,DAFFXT010000009,,view,,,,,N (Enterobacter hormaechei)
3069,C,ACT-124,,,WLO97154,OR398191,,view,,,,,N (Enterobacter hormaechei subsp. steigerwaltii)
3070,C,ACT-125,,,Assigned,,,,,,,,
3071,C,ACT-126,,,Assigned,,,,,,,,
3072,C,ACT-127,,,Assigned,,,,,,,,
3073,C,ACT-128,,,Assigned,,,,,,,,
3074,C,ACT-129,,,Assigned,,,,,,,,
3075,C,ACT-130,,,Assigned,,,,,,,,
3076,C,ACT-131,,,KUQ42458,LRCI01000124,,view,,,,cephalosporinase,N (Enterobacter ludwigii GN03638)
3077,C,ACT-132,,,Assigned,,,,,,,,
3078,C,ACT-133,,,Assigned,,,,,,,,
3079,C,ACT-134,,,Assigned,,,,,,,,
3080,C,ACT-135,,,Assigned,,,,,,,,
3081,C,ACT-136,,,Assigned,,,,,,,,
3082,C,ACT-137,,,Assigned,,,,,,,,
3083,C,ACT-138,,,Assigned,,,,,,,,
3084,C,ACT-139,,,Assigned,,,,,,,,
3085,C,ACT-140,,,HDR2669832,DAOHVV010000003,,view,,,,cephalosporinase,N (Enterobacter bugandensis AUSMDU00011490)
3086,C,ACT-141,,,KTJ22338,LPPY01000058,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis SMART_488)
3087,C,ACT-142,,,EMC7919385,ABPSFX010000064,,view,,,,cephalosporinase,N (Enterobacter kobei)
3088,C,ACT-143,,,AMZ75637,CP015227,21690276 (DOI),view,,,,cephalosporinase,N (Enterobacter sp. ODB01)
3089,C,ACT-144,,,EJK8937280,ABGYLI010000008,,view,,,,cephalosporinase,N (Enterobacter hormaechei 2022HL-01388)
3090,C,ACT-145,,,AUM01997,CP020817,,view,,,,cephalosporinase,N (Enterobacter sp. Crenshaw)
3091,C,ACT-146,,,EMN8661052,NG_242648,,view,,,,cephalosporinase,N (Enterobacter bugandensis)
3092,C,ACT-147,,,WP_062932487,NG_242649,,view,,,,cephalosporinase,N (Enterobacter hormaechei)
3093,C,ACT-148,,,CZY90887,FKAD01000003,,view,,,,cephalosporinase,N (Enterobacter hormaechei e1690)
3094,C,ACT-149,,,WP_095450405,NG_242651,,view,,,,cephalosporinase,N (uncultured Enterobacter sp.)
3095,C,ACT-150,,,UKB65296,CP091481,,view,,,,cephalosporinase,N (Enterobacter cloacae complex sp. ECL414)
3096,C,ACT-151,,,MBW7688613,JAHZRO010000014,,view,,,,cephalosporinase,N (Enterobacter hormaechei ECC148)
3097,C,ACT-152,,,WP_155026593,NG_242654,,view,,,,cephalosporinase,N (Enterobacter bugandensis 4928STDY7071562)
3098,C,ACT-153,,,WRT49607,CP141897,,view,,,,cephalosporinase,N (Enterobacter bugandensis Eltt.P1)
3099,C,ACT-154,,,UOY66714,CP083828,,view,,,,cephalosporinase,N (Enterobacter kobei 11778-yvys)
3100,C,ACT-155,,,UJA58935,CP090909,,view,,,,cephalosporinase,N (Enterobacter hormaechei M1)
3101,C,ACT-156,,,MBW8248988,JAHZUV010000006,,view,,,,cephalosporinase,N (Enterobacter mori ECC282)
3102,C,ACT-157,,,WYI22699,CP149841,,view,,,,cephalosporinase,N (Enterobacter hormaechei 2024CK-00066)
3103,C,ACT-158,,,MCC4544499,JAJGSG010000001,,view,,,,cephalosporinase,N (Enterobacter hormaechei 188)
3104,C,ACT-159,,,MCE1398600,JAJSXK010000010,,view,,,,cephalosporinase,N (Enterobacter cloacae S18121600014)
3105,C,ACT-160,,,MCK6739931,JAKMOE010000004,,view,,,,cephalosporinase,N (Enterobacter bugandensis AR2675)
3106,C,ACT-161,,,MCO4185007,JAIOHD010000008,,view,,,,cephalosporinase,N (Enterobacter kobei BG285)
3107,C,ACT-162,,,MCS4603851,JAHWRE010000025,,view,,,,cephalosporinase,N (Enterobacter kobei NW24)
3108,C,ACT-163,,,WP_320700915,NG_242665,,view,,,,cephalosporinase,N (Enterobacter bugandensis 291F6)
3109,C,ACT-164,,,WP_320724323,NG_242666,,view,,,,cephalosporinase,N (Enterobacter roggenkampii 343K10)
3110,C,ACT-165,,,MEG5635058,NG_242667,,view,,,,cephalosporinase,N (Enterobacter bugandensis ELB169)
3111,C,ACT-166,,,MEG5532466,NG_242668,,view,,,,cephalosporinase,N (Enterobacter ludwigii ELB198)
3112,C,ACT-167,,,XAJ73541,PP740475,,view,,,,cephalosporinase,N (Enterobacter sp. ECC-019)
3113,C,ACT-168,,,XAJ73542,PP740476,,view,,,,cephalosporinase,N (Enterobacter quasiroggenkampii ECC-072)
3114,C,ACT-169,,,XAJ73543,PP740477,,view,,,,cephalosporinase,N (Enterobacter kobei ECC-083)
3115,C,ACT-170,,,XAJ73544,PP740478,,view,,,,cephalosporinase,N (Enterobacter bugandensis ECC-090)
3116,C,ACT-171,,,XAJ73545,PP740479,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-101)
3117,C,ACT-172,,,XAJ73546,PP740480,,view,,,,cephalosporinase,N (Enterobacter bugandensis ECC-105)
3118,C,ACT-173,,,XAJ73547,PP740481,,view,,,,cephalosporinase,N (Enterobacter sp. ECC-249)
3119,C,ACT-174,,,XAJ73548,PP740482,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-012)
3120,C,ACT-175,,,XAJ73549,PP740483,,view,,,,cephalosporinase,N (Enterobacter bugandensis ECC-016)
3121,C,ACT-176,,,XAJ73550,PP740484,,view,,,,cephalosporinase,N (Enterobacter sichuanensis ECC-020)
3122,C,ACT-177,,,XAJ73551,PP740485,,view,,,,cephalosporinase,N (Enterobacter asburiae ECC-074)
3123,C,ACT-178,,,XAJ73552,PP740486,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-092)
3124,C,ACT-179,,,XAJ73553,PP740487,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-104)
3125,C,ACT-180,,,XAJ73554,PP740488,,view,,,,cephalosporinase,N (Enterobacter sichuanensis ECC-110)
3126,C,ACT-181,,,XAJ73555,PP740489,,view,,,,cephalosporinase,N (Enterobacter kobei ECC-140)
3127,C,ACT-182,,,XAJ73556,PP740490,,view,,,,cephalosporinase,N (Enterobacter asburiae ECC-144)
3128,C,ACT-183,,,XAJ73557,PP740491,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-150)
3129,C,ACT-184,,,XAJ73558,PP740492,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-165)
3130,C,ACT-185,,,XAJ73559,PP740493,,view,,,,cephalosporinase,N (Enterobacter kobei ECC-169)
3131,C,ACT-186,,,XAJ73560,PP740494,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-185)
3132,C,ACT-187,,,XAJ73561,PP740495,,view,,,,cephalosporinase,N (Enterobacter quasiroggenkampii ECC-196)
3133,C,ACT-188,,,XAJ73562,PP740496,,view,,,,cephalosporinase,N (Enterobacter bugandensis ECC-205)
3134,C,ACT-189,,,XAJ73563,PP740497,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-217)
3135,C,ACT-190,,,XAJ73564,PP740498,,view,,,,cephalosporinase,N (Enterobacter kobei ECC-225)
3136,C,ACT-191,,,XAJ73565,PP740499,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-229)
3137,C,ACT-192,,,XAJ73566,PP740500,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. hoffmannii ECC-231)
3138,C,ACT-193,,,XAJ73567,PP740501,,view,,,,cephalosporinase,N (Enterobacter sichuanensis ECC-241)
3139,C,ACT-194,,,XAJ73568,PP740502,,view,,,,cephalosporinase,N (Enterobacter hormaechei subsp. xiangfangensis ECC-252)
3140,C,ACT-GC1,,,BAA07922,D44479,7890700 (DOI),view,,,,,N (Enterobacter cloacae GC1)
3141,C,ACT-C191*,,,CAC08444,AJ278994,11179650 (DOI),view,,,,,N (Enterobacter cloacae CHE)
3142,C,ACT-C192*,,,AAL05857,AF411148,12791868 (DOI),view,2,,,,N (Enterobacter cloacae K9973)
3143,C,ACT-C194*,,,CAA30879,X08082,3260487 (DOI),view,,,,,N (Enterobacter cloacae MHN1)
3144,C,ACT-C195*,,,BAA32077,AB016611,10681318 (DOI),view,,,,,N (Enterobacter cloacae GN747)
3145,C,ACT-C196*,,,AAL05855,AF411146,12791868 (DOI),view,,,,,N (Enterobacter cloacae K99230)
3146,C,ACT-C197*,,,CAC08446,AJ278995,11179650 (DOI),view,,,,,N (Enterobacter cloacae OUDhyp)
3147,C,ACT-C198*,,,AAM11666,AF492446,12393205 (DOI),view,,,,,N (Enterobacter cancerogenus)
3148,C,ADC-1,,ADC-1-like,AAR00515,AY228469,10639377 (DOI),view,1,,,,N (Acinetobacter baumannii)
3149,C,ADC-2,ABA-1,ADC-1-like,ENU77769,APOX01000011,12709319 (DOI),view,,,,,A and N (Acinetobacter baumannii)
3150,C,ADC-3,ABAC-1,ADC-1-like,AAO59456,AY178995,12709319 (DOI),view,,,,,N (Acinetobacter baumannii)
3151,C,ADC-4,ABAC-2,ADC-1-like,AAO59457,AY178996,12709319 (DOI),view,,,,,N (Acinetobacter baumannii)
3152,C,ADC-5,,ADC-1-like,AIS07280,CP009534,15047547 (DOI),view,,,,,N (Acinetobacter baumannii)
3153,C,ADC-6,,ADC-1-like,AAR13676,AY325306,14742218 (DOI),view,,,,,N (Acinetobacter baumannii)
3154,C,ADC-7,,ADC-1-like,AAT70411,AY648950,15980372 (DOI),view,18,,,,N (Acinetobacter baumannii)
3155,C,ADC-8,,ADC-8-like,CAL25116,AM293332,17403709 (DOI),view,,,,,N (Acinetobacter baylyi)
3156,C,ADC-9,,,Assigned,,,,,,,,
3157,C,ADC-10,,ADC-1-like,ABI18382,DQ883640,,view,,,,,N (Acinetobacter baumannii)
3158,C,ADC-11,,ADC-1-like,AFA35105,GQ406245,20547808 (DOI),view,,,,,N (Acinetobacter baumannii)
3159,C,ADC-12,,ADC-1-like,CAK95249,AM283529,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3160,C,ADC-13,,ADC-1-like,CAK95248,AM283528,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3161,C,ADC-14,,ADC-1-like,CAK95247,AM283527,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3162,C,ADC-15,,ADC-1-like,CAK95246,AM283526,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3163,C,ADC-16,,ADC-1-like,CAK95245,AM283525,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3164,C,ADC-17,,ADC-1-like,CAK95244,AM283524,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3165,C,ADC-18,,ADC-1-like,KCY52905,JMOF01000249,19029333 (DOI),view,,,,,N (Acinetobacter baumannii)
3166,C,ADC-19,,ADC-1-like,CAK95242,AM283522,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3167,C,ADC-20,,ADC-1-like,CAK95241,AM283521,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3168,C,ADC-21,,ADC-1-like,CAK95240,AM283520,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3169,C,ADC-22,,ADC-1-like,CAK95239,AM283519,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3170,C,ADC-23,,ADC-1-like,CAK95238,AM283518,19029333 (DOI),view,,,,,N (Acinetobacter pittii)
3171,C,ADC-24,,ADC-1-like,CAK95237,AM283517,—(—),view,,,,,N (Acinetobacter baumannii)
3172,C,ADC-25,,ADC-1-like,ABK34773,EF016355,19531268 (DOI),view,,,,,N (Acinetobacter baumannii)
3173,C,ADC-26,,ADC-1-like,ADG46043,GU591987,20713667 (DOI),view,1,,,,N (Acinetobacter baumannii)
3174,C,ADC-27,,,Assigned,,,,,,,,
3175,C,ADC-28,,,Assigned,,,,,,,,
3176,C,ADC-29,,ADC-1-like,ACC66195,EU604835,,view,,,,,N (Acinetobacter baumannii)
3177,C,ADC-30,,ADC-1-like,ABU63976,EU081908,20713667 (DOI),view,2,,,,N (Acinetobacter baumannii)
3178,C,ADC-31,,ADC-1-like,ADX04315,CP001921,,view,,,,,N (Acinetobacter baumannii)
3179,C,ADC-32,,ADC-1-like,KMV27182,LFYY01000001,,view,,,,,N (Acinetobacter baumannii)
3180,C,ADC-33,ADC-161,ADC-1-like,ABV21800,EU118261,,view,4,,,ESBL,N (Acinetobacter baumannii)
3181,C,ADC-34,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3182,C,ADC-35,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3183,C,ADC-36,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3184,C,ADC-37,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3185,C,ADC-38,,ADC-1-like,ACC95873,EU652243,,view,,,,,N (Acinetobacter baumannii)
3186,C,ADC-39,,ADC-1-like,ACC95874,EU652244,18765689 (DOI),view,,,,,N (Acinetobacter baumannii)
3187,C,ADC-40,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3188,C,ADC-41,,ADC-1-like,ACN62070,FJ744160,20368407 (DOI),view,,,,,N (Acinetobacter pittii)
3189,C,ADC-42,,ADC-1-like,ACN62071,FJ744161,20368407 (DOI),view,,,,,N (Acinetobacter pittii)
3190,C,ADC-43,,ADC-1-like,ACN62072,FJ744162,20368407 (DOI),view,,,,,N (Acinetobacter pittii)
3191,C,ADC-44,,ADC-1-like,ACN62073,FJ744163,20368407 (DOI),view,,,,,N (Acinetobacter pittii)
3192,C,ADC-45,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3193,C,ADC-46,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3194,C,ADC-47,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3195,C,ADC-48,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3196,C,ADC-49,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3197,C,ADC-50,,ADC-1-like,ADG46038,GU591982,20547808 (DOI),view,,,,,N (Acinetobacter baumannii)
3198,C,ADC-51,,ADC-1-like,ADG46040,GU591984,20713667 (DOI),view,,,,,N (Acinetobacter baumannii)
3199,C,ADC-52,,ADC-1-like,ADG46042,GU591986,20713667 (DOI),view,,,,,N (Acinetobacter baumannii)
3200,C,ADC-53,,ADC-1-like,ADG46044,GU591988,20713667 (DOI),view,,,,,N (Acinetobacter baumannii)
3201,C,ADC-54,,ADC-1-like,ADK35761,HM437231,,view,,,,,N (Acinetobacter baumannii)
3202,C,ADC-55,,,Assigned,,,,,,,,N (Acinetobacter baumannii)
3203,C,ADC-56,,ADC-1-like,AEG47700,HQ662682,21788456 (DOI),view,,,,,N (Acinetobacter baumannii)
3204,C,ADC-57,,ADC-1-like,ADO51072,HQ258925,24176550 (DOI),view,,,,,N (Acinetobacter baumannii)
3205,C,ADC-58,,ADC-1-like,AFG25594,JQ319653,,view,,,,,N (Acinetobacter baumannii)
3206,C,ADC-59,,ADC-1-like,AFG25595,JQ319654,,view,,,,,N (Acinetobacter baumannii)
3207,C,ADC-60,,ADC-1-like,AFH53180,JQ692087,,view,,,,,N (Acinetobacter baumannii)
3208,C,ADC-61,,ADC-1-like,AFI56570,JQ753702,26125919 (DOI),view,,,,,N (Acinetobacter baumannii)
3209,C,ADC-62,,ADC-1-like,AFK24475,JQ867374,,view,,,,,N (Acinetobacter baumannii)
3210,C,ADC-63,,ADC-1-like,AFM80040,JQ911781,,view,,,,,N (Acinetobacter baumannii)
3211,C,ADC-64,,,Withdrawn (ambiguous sequence),,,view,,,,,
3212,C,ADC-65,,ADC-1-like,AFP73417,JX109941,,view,,,,,N (Acinetobacter baumannii)
3213,C,ADC-66,,ADC-1-like,AFP73418,JX109942,,view,,,,,N (Acinetobacter baumannii)
3214,C,ADC-67,,ADC-1-like,ABQ45322,EF569588,,view,,,,,N (Acinetobacter baumannii)
3215,C,ADC-68,,ADC-1-like,AGL39360,KC866352,25372683 (DOI),view,1,,,,N (Acinetobacter baumannii)
3216,C,ADC-69,ADC-P1,,—,—,,view,,,,,
3217,C,ADC-70,ADC-72,ADC-1-like,AIL90389,KJ885607,24306098 (DOI),view,,,,,N (Acinetobacter calcoaceticus)
3218,C,ADC-71,,ADC-1-like,ODL99984,LSAK01000012,24306098 (DOI),view,,,,,N (Acinetobacter pittii TCM292)
